number,formid,form.sampleid,form.barcode,form.sampleid_no_match,form.sample_type,form.study_type,form.p_location,form.t_location,form.s_location,form.ec_dd,form.ec_th,form.ev_lat_lon,form.ev_way,form.ev_way_deviceID,form.neighbor,form.source_ty_ocean,form.other_source_ocean,form.produce_type,form.produce_quantity,form.water_level,form.water_flow,form.drain_size,form.drain_lining,form.currently_raining,form.rain_last_day,form.feces_near,form.animals_near,form.housolds_present,form.num_households_present,form.schools_present,form.pub_latrines_present,form.hh_latrines_present,form.orn_ag_present,form.businesses_present,form.source_ty,form.other_source,form.containr,form.covered,form.free_cl,form.total_cl,form.surface_source_ty,form.surface_source_ty_other,form.source_dist,form.particle_sample_type,form.particle_sample_type_other,form.swab_surface,form.swab_surface_other,form.source_type,form.source_type_other,form.n_stall,form.vis_fec,form.latrine_user_num,form.hw_stat,form.dis_lat,form.notes,form.collection_enumerator_names,form.@uiVersion,openrosa_headers.HTTP_X_OPENROSA_VERSION,date_header,auth_context.doc_type,auth_context.domain,form.collector_id,auth_context.user_id,_rev,computed_modified_on_,form.meta.location.@xmlns,form.ev_notes,auth_context.authenticated,form.#type,initial_processing_complete,form.sample_weight,path,domain,completed_time,started_time,username,received_on,caseid,case_name
553,1b5109d9-5ca6-4306-ba1c-cf8fbd044346,239,239,---,1,S,---,---,26,2016-05-17,11:13:00.000Z,5.53058397 -0.23701356 47.0 4.0,239,WRI 2,Chorkor,---,---,---,---,1,2,1,1,0,0,0,0,1,4,0,0,0,0,1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Drain filled with trash,"BNBB,RK",1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef353f,2-c529bcc92657721a7f142924cedc02a2,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-05-17 22:15:45,2016-05-17 22:13:35,rkuddy,2016-05-17 11:16:21,---,---
554,1c07a67e-3ed1-4a4f-90c2-5f0868f192fd,774,774,---,7,---,---,---,---,2016-04-27,12:30:00.000Z,5.5284373 -0.250964 29.0 5.0,2218,WRI 2,Chorkor,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,3,---,5,---,2,0,6,1,---,NA,"BNBB,RK",1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef353f,2-0a650c0415cd712086b284880b5b81f2,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-04-27 23:33:39,2016-04-27 23:30:25,rkuddy,2016-04-27 12:34:17,---,---
555,43b8a97c-7a95-4077-b4f7-9534a0e424de,375,375,---,7,---,---,---,---,2016-06-17,11:33:00.000Z,5.56066491 -0.21583658 28.0 3.0,375,WRI3,Adabraka,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2,---,5,---,1,0,11,1,---,Swabbed door handle and Walls of latrine,BNBB,1,1.0,---,AuthContext,sp-accra,---,3b74088468b9017329b42841ed7918fe,2-8c7825d3c7bc3a46866c399e6ed3e907,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/b0c6c9eed07efd4152b520f29308a973/,sp-accra,2016-06-17 11:35:23,2016-06-17 11:32:47,bnbboye,2016-06-17 11:35:28,---,---
556,3babde7a-3362-46a3-90bd-523e6b08758c,236,236,---,1,S,---,---,16,2016-05-17,10:15:00.000Z,5.52928013 -0.23835454 42.0 4.0,236,WRI 2,Chorkor,---,---,---,---,1,2,1,1,0,0,0,0,1,3,1,0,0,0,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,NA,"BNBB,RK",1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef353f,2-43c6c962c35a685a0b6da2e89dc59472,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-05-17 21:17:12,2016-05-17 21:14:29,rkuddy,2016-05-17 10:17:49,---,---
557,3bc0aa87-931b-45b7-855b-13a9106d072e,381,381,---,7,---,---,---,---,2016-06-20,10:45:00.000Z,5.55518334 -0.21391784 39.0 3.0,371,WRI3,Adabraka,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2,---,5,---,2,0,9999,0,---,Swabbed toilet walls and toilet seat,BNBB,1,1.0,---,AuthContext,sp-accra,---,3b74088468b9017329b42841ed7918fe,2-ef0e35c082a41f40ee8f59778a3491f7,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-06-20 10:54:07,2016-06-20 10:44:46,bnbboye,2016-06-20 10:54:11,---,---
558,3daa9e8b-3389-46c7-b5c3-fcf8fbb1f3a4,329,329,---,1,P,2,---,---,2016-06-15,09:34:00.000Z,5.56345247 -0.20755885 63.0 4.0,27,WRI 2,Adabraka,---,---,---,---,1,1,1,1,0,0,0,0,1,3,0,0,0,0,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,NA,"MC,CKAF",1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef332b,2-8d1dac5c208758b19f4cb71a4b5fc2ac,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-06-15 09:36:21,2016-06-15 09:33:10,mchrisk,2016-06-15 09:36:30,---,---
559,45090eba-6920-4630-9643-efc0abf7e0ca,406,406,---,7,---,---,---,---,2016-06-20,11:38:00.000Z,5.55758706 -0.21391869 39.0 5.0,406,WRI 2,Adabraka,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2,---,5,---,1,0,4,0,---,Latrine wall swabbed,RK,1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef353f,2-01dcc518ff43d6541727320e8be5ca90,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-06-20 11:39:02,2016-06-20 11:37:30,rkuddy,2016-06-20 11:40:52,---,---
560,45c5f554-c2ea-46ee-9c67-c0d613ac6b31,352,352,---,7,---,---,---,---,2016-06-17,12:11:00.000Z,5.56209177 -0.2151078 39.0 5.0,352,WRI 5,Adabraka,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2,---,5,---,1,1,5,0,---,N/A,CKAF,1,1.0,---,AuthContext,sp-accra,---,94fbda39e376b90446a3f0b822ce5078,2-1fcd60b15d337bf0cd1530b3b7396f5e,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-06-17 12:13:16,2016-06-17 12:10:48,cafrimpong,2016-06-22 09:54:31,---,---
561,47774f8e-e47d-48de-85fa-e9b3a1a997b9,677,677,---,7,---,---,---,---,2016-04-28,10:35:00.000Z,5.53136081 -0.23987055 54.0 6.0,8123,WRI 15,Chorkor,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,88,Compound household floor,5,---,1,0,3,0,---,N/A,"MC, CKAF",1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef332b,2-1cfba351552cc03452b75798d43e0569,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-04-28 10:37:23,2016-04-28 10:35:34,mchrisk,2016-05-03 10:28:51,---,---
562,4882a4b3-86d1-4378-a349-9c77cb47beef,433,433,---,7,---,---,---,---,2016-06-23,11:48:00.000Z,5.55407139 -0.18715258 51.0 5.0,433,WRI 3,Ringway,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,88,"Public laterine, laterine wall",5,---,2,0,9999,1,---,No soap present,"MC, CKAF",1,1.0,---,AuthContext,sp-accra,---,94fbda39e376b90446a3f0b822ce5078,2-012aa9fb0082bacc9c035841034250eb,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-06-23 11:49:56,2016-06-23 11:47:01,cafrimpong,2016-06-23 11:50:03,---,---
563,3931ca26-812e-403c-adc1-d70f65d40207,313,316,316,6,---,---,---,---,2016-06-10,10:41:00.000Z,5.56921643 -0.21485194 58.0 5.0,316,WRI 15,Adabraka,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,9999,Within 3m of business activities and construction,"MC, CKAF",1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef332b,2-dc5015cec75ed7c9b5ae836e5a551c68,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-06-10 10:44:10,2016-06-10 10:40:20,mchrisk,2016-06-10 10:44:15,---,---
564,f3f49da2-3b14-4638-b79e-6f61651a3444,128,128,---,8,---,---,---,---,2016-05-05,09:16:00.000Z,5.5260707 -0.23647449 30.0 5.0,128,WRI 2,Chorkor,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1,2,---,---,---,---,---,---,---,---,---,9999,within 3m of trash,"BNBB,RK",1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef353f,2-5392a052bf92d333ac35e57590d05f8e,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-05-05 20:19:24,2016-05-05 20:16:22,rkuddy,2016-05-05 09:28:11,---,---
565,f4b3cc57-17fd-4525-8be3-9ca0ebaf7048,873,873,---,2,---,---,---,---,2016-03-21,11:00:00.000Z,5.52318019 -0.25508803 42.0 5.0,0,NA,Shiabu,---,---,Tomato,6,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,NA,"Christian, Bert Boi, Mario",1,1.0,---,AuthContext,sp-accra,---,702302b8962eebee5431382bb1d96c4f,2-04edb1a884cc3469a468673a395b8092,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/8222e881d8b4104aed559936036ff9b4/,sp-accra,2016-03-21 11:02:22,2016-03-21 11:00:33,test,2016-03-23 08:49:10,---,---
566,f58db89f-69fa-4bee-b30d-74e872fff323,593,593,---,7,---,---,---,---,2016-07-20,11:00:00.000Z,5.57834095 -0.21264248 50.0 5.0,593,WRI 3,Kokomlemle,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2,---,5,---,1,0,3,1,---,latrine door swabbed,RK,1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef353f,2-9649b0b18afca0afc19124e8d57b77e3,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-07-20 11:01:49,2016-07-20 10:59:24,rkuddy,2016-07-21 14:15:17,---,---
567,f191a8b4-06c6-4ac0-9caf-e26cad04f21c,707,707,---,7,---,---,---,---,2016-04-26,11:14:00.000Z,5.52774227 -0.24704244 35.0 5.0,229,WRI 2,Chorkor,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1,---,5,---,1,0,4,1,---,NA,"BNBB,RK",1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef353f,2-2504e7f1d76b7f1e92391c05de118735,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-04-26 22:15:57,2016-04-26 22:13:20,rkuddy,2016-04-26 11:16:33,---,---
568,ffcd8968-1cef-4cc2-a1d3-4fce00a464ee,893,893,---,7,---,---,---,---,2016-03-31,10:28:00.000Z,5.52517069 -0.25402857 24.0 5.0,38,03,Shiabu,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,88,"Public latetine, laterine seat",5,---,5,0,9999,1,---,NA,"MC, BNBB, CKAF, RK",1,1.0,---,AuthContext,sp-accra,---,702302b8962eebee5431382bb1d96c4f,2-bab04f2da50dbe89e901f297be9fb7c6,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-03-31 10:29:26,2016-03-31 10:27:51,test,2016-06-03 16:51:56,---,---
569,f7cc196f-e5cc-43eb-ae01-cc5712530dfd,309,309,---,7,---,---,---,---,2016-06-17,11:35:00.000Z,5.56101218 -0.21497446 44.0 5.0,309,WRI 5,Adabraka,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2,---,5,---,2,0,5,0,---,N/A,CKAF,1,1.0,---,AuthContext,sp-accra,---,94fbda39e376b90446a3f0b822ce5078,2-947a6ac1d5f1149a203d5244c5efc8f7,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-06-17 11:36:59,2016-06-17 11:34:33,cafrimpong,2016-06-22 09:54:22,---,---
570,04f49e9f-919f-4e9c-b4cf-323da8f3b0ab,391,391,---,8,---,---,---,---,2016-06-23,09:31:00.000Z,5.55483572 -0.18327295 44.0 5.0,391,WRI 3,Ringway,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,1,---,---,---,---,---,---,---,---,---,9999,N/A,"CKAF, MC",1,1.0,---,AuthContext,sp-accra,---,94fbda39e376b90446a3f0b822ce5078,2-032095b207fadaa8d68ba4e6f21beb92,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-06-23 09:33:54,2016-06-23 09:31:15,cafrimpong,2016-06-23 09:34:02,---,---
571,06cac91f-c2ae-4750-90e6-03ed4ea7c7c1,507,507,---,1,T,---,4,---,2016-07-19,12:11:00.000Z,5.57312795 -0.21086861 37.0 5.0,507,WRI 0,Kokomlemle,---,---,---,---,1,2,2,1,0,0,0,0,0,---,1,0,0,0,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,"Drain filled with trash, water in drain green, car repairs close to drain","MC, CKAF",1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef332b,2-5e409b48be36b7d6064baf6e9b52ed7f,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-07-19 12:14:46,2016-07-19 12:11:30,mchrisk,2016-07-19 12:18:38,---,---
572,02fa0cff-0eaa-4697-a7ad-7e7cd398e183,191,191,---,7,---,---,---,---,2016-05-10,09:42:00.000Z,5.52901864 -0.24086492 75.0 5.0,191,WRI 2,Chorkor,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,88,public latrine flushing container,5,---,11,11,9999,1,---,NA,"BNBB,RK",1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef353f,2-abbc67781bc3a37b1613ac8f0a28d808,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-05-10 20:44:10,2016-05-10 20:41:59,rkuddy,2016-05-10 09:44:47,---,---
573,0e626981-deee-4899-a2c0-dbc60dd401c5,725,725,---,7,---,---,---,---,2016-04-27,11:00:00.000Z,5.52924779 -0.24358829 43.0 5.0,8114,WRI 3,Chorkor,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2,---,5,---,1,0,4,0,---,N/A,"MC, CKAF",1,1.0,---,AuthContext,sp-accra,---,94fbda39e376b90446a3f0b822ce5078,2-ec67e3e7ffa417f2e238903bb8601938,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-04-27 11:05:12,2016-04-27 10:59:46,cafrimpong,2016-06-03 17:09:47,---,---
574,0b09d74d-1514-4814-8d6a-409bb1df81e3,240,240,---,1,P,3,---,---,2016-05-18,10:15:00.000Z,5.53064501 -0.24467214 37.0 4.0,240,WRI 2,Chorkor,---,---,---,---,3,2,1,1,0,0,0,0,1,3,1,0,0,0,1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Drain filled with trash,"BNBB,RK",1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef353f,2-e7befddb743b4988c41ce6fe90678e0a,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-05-18 21:18:19,2016-05-18 21:14:31,rkuddy,2016-05-18 10:18:55,---,---
575,22e3c629-b1dd-4984-b4ae-12e98fafdb9f,817,817,---,7,---,---,---,---,2016-03-31,10:03:00.000Z,5.52311674 -0.2552283 40.0 12.0,32,03,Shiabu,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,88,"Public laterine, laterine floor",2,---,11,3,9999,1,---,No soap at handwashing station,"MC, BNBB, CKAF, RK",1,1.0,---,AuthContext,sp-accra,---,702302b8962eebee5431382bb1d96c4f,2-aed02c48559c75eb0138c8458c1777db,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-03-31 10:05:44,2016-03-31 10:03:08,test,2016-06-03 16:51:40,---,---
576,24225492-bac0-4781-8ed9-b765685dc8cc,853,853,---,8,---,---,---,---,2016-03-29,11:47:00.000Z,5.52074624 -0.26551068 29.0 7.0,9,spigen,Shiabu,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1,2,---,---,---,---,---,---,---,---,---,200,within 3m of trash,"RK,BNBB,MC",1,1.0,---,AuthContext,sp-accra,---,702302b8962eebee5431382bb1d96c4f,2-85883e6d5062efa47cddf9d29cb11ff5,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-03-29 11:48:21,2016-03-29 11:46:48,test,2016-06-03 16:50:11,---,---
577,29a6d109-01a2-459c-b5cb-7abae327b288,727,727,---,7,---,---,---,---,2016-04-27,13:14:00.000Z,5.52942186 -0.2437198 46.0 8.0,8114,SP 3,Chorkor,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1,---,5,---,1,0,4,0,---,N/A,"MC, CKAF",1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef332b,2-d15db5049af7c95d8581a4b8877f67b9,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-04-27 13:15:04,2016-04-27 13:13:57,mchrisk,2016-04-27 13:15:08,---,---
578,2c27ee9a-8f48-47c0-90a0-52c0fa74b63e,825,825,---,2,---,---,---,---,2016-03-23,09:53:00.000Z,5.53258018 -0.25640575 30.0 5.0,0,NA,Shiabu,---,---,tomato,4,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,NA,"mario, bert boi, christian",1,1.0,---,AuthContext,sp-accra,---,702302b8962eebee5431382bb1d96c4f,2-719c7cb13ad8c0907e053e1ca5da01f2,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/8222e881d8b4104aed559936036ff9b4/,sp-accra,2016-03-23 09:54:48,2016-03-23 09:53:02,test,2016-03-23 09:54:52,---,---
579,2a5d42b4-9857-4dfa-8680-4a7e07d43ec4,400,400,---,7,---,---,---,---,2016-06-20,10:07:00.000Z,5.55820501 -0.21524974 36.0 5.0,400,WRI 2,Adabraka,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2,---,5,---,1,0,3,0,---,Toilet seat swabbed,RK,1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef353f,2-b960c300ef8f69ee8a10efbece2d6808,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-06-20 10:10:06,2016-06-20 10:07:31,rkuddy,2016-06-20 10:11:56,---,---
580,2b1dc961-d945-4c7e-a8d0-e3941b6f18e8,806,806,---,8,---,---,---,---,2016-03-30,10:46:00.000Z,5.52629415 -0.25843178 33.0 4.0,21,Sp09,Shiabu,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2,1,---,---,---,---,---,---,---,---,---,2,NA,"MC, BNBB, CKAF, RK",1,1.0,---,AuthContext,sp-accra,---,702302b8962eebee5431382bb1d96c4f,2-53bc5b2e8c418c516b890adec293d370,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-03-30 10:50:05,2016-03-30 10:45:43,test,2016-06-03 16:51:11,---,---
581,1f691324-dd51-409b-88ce-c7a10bce85fd,297,297,---,7,---,---,---,---,2016-06-08,10:15:00.000Z,5.56453278 -0.21330916 36.0 3.0,297,WRI 15,Adabraka,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,88,"Public laterine, laterine door handle",4,---,4,2,9999,1,---,No soap at handwashing station,"MC, CKAF",1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef332b,2-acf19e901be19b55a74f71fdc7c3aa9c,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-06-08 10:21:13,2016-06-08 10:15:07,mchrisk,2016-06-08 10:21:20,---,---
582,219d358a-9c35-443b-9d08-f42d44ba8fec,140,140,---,4,---,---,---,---,2016-05-05,09:17:00.000Z,5.5259991 -0.23648425 13.0 4.0,140,WRI 15,Chorkor,1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,"Water filled with plastic and other waste, refuse within 3m of water body","MC, CKAF",1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef332b,2-fa3a9f9e86b484365c2aa00df6915654,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-05-05 09:21:44,2016-05-05 09:16:22,mchrisk,2016-05-05 15:11:33,---,---
583,2f8d43ad-a75b-4034-9d3c-34238774b69a,414,414,---,3,---,---,---,---,2016-06-24,11:03:00.000Z,5.55497315 -0.18675654 47.0 4.0,414,WRI 3,Ringway,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,3,---,0,---,0.28,0.37,---,---,---,---,---,---,---,---,---,---,---,---,---,---,within 3m of drain,"BNBB,RK,MC",1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef353f,2-1f3fcc821893bf9dd47cdabd9ef2e3eb,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-06-24 11:05:50,2016-06-24 11:02:51,rkuddy,2016-06-24 11:07:41,---,---
584,1e74c197-f171-4fa8-9c6b-cef7acc89a1d,189,189,---,8,---,---,---,---,2016-05-11,11:44:00.000Z,5.53044373 -0.24829198 15.0 5.0,189,WRI 15,Chorkor,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2,1,---,---,---,---,---,---,---,---,---,3,Within 3m of laterine and trash-filled open drain,"MC, CKAF",1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef332b,2-887b35374ad0c0a17d6d40d6c228cf77,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-05-11 11:45:47,2016-05-11 11:43:40,mchrisk,2016-05-11 11:49:22,---,---
585,20cf28cd-5ec3-445f-8bde-bef5ac27b0a7,889,889,---,8,---,---,---,---,2016-03-29,11:15:00.000Z,5.52124323 -0.26281734 25.0 3.0,7,spigen,Shiabu,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,3,2,---,---,---,---,---,---,---,---,---,30,within 3m of trash,"RK,BNBB,RK",1,1.0,---,AuthContext,sp-accra,---,702302b8962eebee5431382bb1d96c4f,2-379bb611cbc6d1c31da26a209f72e4f9,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-03-29 11:16:46,2016-03-29 11:14:45,test,2016-06-03 16:49:47,---,---
